0.0,0.0911333333333
0.0,0.0942666666667
1.0,0.632
1.0,0.631266666667
1.0,0.701533333333
1.0,0.721266666667
0.0,0.554466666667
1.0,0.5656
0.0,0.5332
0.0,0.576133333333
1.0,0.6436
1.0,0.799066666667
0.0,0.6098
0.0,0.6018
0.0,0.418066666667
0.0,0.436333333333
0.0,0.522733333333
0.0,0.613733333333
0.0,0.6426
0.0,0.622333333333
1.0,0.601933333333
1.0,0.6374
1.0,0.584333333333
1.0,0.6522
1.0,0.652533333333
0.0,0.4684
0.0,0.436466666667
0.0,0.466
0.0,0.462733333333
0.0,0.639133333333
0.0,0.534733333333
0.0,0.5556
0.0,0.00393333333333
0.0,0.564933333333
0.0,0.562466666667
0.0,0.611466666667
0.0,0.6134
0.0,0.697466666667
0.0,0.604666666667
0.0,0.516266666667
1.0,0.552
0.0,0.472866666667
0.0,0.602666666667
1.0,0.631333333333
1.0,0.693533333333
1.0,0.608933333333
1.0,0.624866666667
0.0,0.563933333333
0.0,0.400866666667
1.0,0.6922
1.0,0.651266666667
0.0,0.6298
1.0,0.9342
1.0,0.956266666667
1.0,0.664933333333
1.0,0.575133333333
0.0,0.118333333333
0.0,0.579733333333
0.0,0.526
0.0,0.507066666667
0.0,0.455133333333
1.0,0.0472
1.0,0.0413333333333
1.0,0.5434
1.0,0.695933333333
0.0,0.583866666667
1.0,0.919466666667
1.0,0.949666666667
0.0,0.4052
0.0,0.6384
0.0,0.5778
1.0,0.658866666667
0.0,0.506733333333
0.0,0.4212
0.0,0.512866666667
0.0,0.519533333333
0.0,0.671933333333
1.0,0.532333333333
0.0,0.486
0.0,0.5254
1.0,0.706066666667
1.0,0.636
1.0,0.0659333333333
1.0,0.931333333333
1.0,0.8878
1.0,0.5288
1.0,0.503466666667
0.0,0.388466666667
0.0,0.594
0.0,0.637666666667
1.0,0.670666666667
1.0,0.655666666667
0.0,0.559866666667
0.0,0.631133333333
0.0,0.6234
0.0,0.633866666667
0.0,0.0214
1.0,0.508266666667
1.0,0.584
1.0,0.671
0.0,0.521
0.0,0.5436
1.0,0.851466666667
1.0,0.8574
1.0,0.6342
0.0,0.0216
0.0,0.0174
0.0,0.0062
1.0,0.7502
1.0,0.796533333333
0.0,0.524266666667
1.0,0.555933333333
1.0,0.671466666667
1.0,0.586333333333
1.0,0.672933333333
1.0,0.6354
1.0,0.798333333333
1.0,0.818066666667
1.0,0.0318666666667
1.0,0.0405333333333
1.0,0.917866666667
1.0,0.618666666667
1.0,0.5658
1.0,0.0234666666667
1.0,0.0237333333333
1.0,0.630133333333
0.0,0.596533333333
0.0,0.576066666667
0.0,0.559466666667
0.0,0.0703333333333
1.0,0.596866666667
1.0,0.618333333333
1.0,0.652933333333
1.0,0.633933333333
0.0,0.021
0.0,0.0346
0.0,0.0818666666667
1.0,0.769133333333
1.0,0.939666666667
1.0,0.952266666667
0.0,0.0749333333333
0.0,0.0916
0.0,0.5728
0.0,0.512466666667
0.0,0.502666666667
0.0,0.570533333333
1.0,0.622733333333
1.0,0.631
0.0,0.0293333333333
1.0,0.533733333333
1.0,0.5158
1.0,0.540933333333
0.0,0.328466666667
0.0,0.471666666667
0.0,0.571733333333
0.0,0.0688666666667
0.0,0.0468666666667
1.0,0.575
1.0,0.577733333333
1.0,0.5472
0.0,0.512266666667
